Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]	Event
919	1429	510	1016	720	Cap Off
1549	2558	1009	1025	785	Cap Off
2818	2908	90	880	777	Cap Off
2928	3468	540	989	671	Cap Off
3508	4058	550	1202	737	Cap Off
4108	4278	170	931	644	Apply Tip
4288	5447	1159	1003	623	Apply Tip
5467	6776	1309	1036	616	Apply Tip
6916	8365	1449	1054	615	Apply Tip
8445	8705	260	1052	628	Apply Tip
8845	9455	610	1042	595	Apply Tip
9485	9715	230	901	589	Apply Tip
9744	10214	470	1050	587	Apply Tip
10224	10354	130	1116	604	Apply Tip
10384	10564	180	995	586	Apply Tip
10584	12143	1559	903	602	Apply Tip
12163	12413	250	908	500	Setting Units
12433	14462	2029	1026	462	Setting Units
14502	14992	490	1007	570	Priming
15001	15731	730	1016	652	Priming
15771	16101	330	1143	527	Priming
16151	16331	180	1050	723	Priming
16341	16641	300	1001	762	Priming
16770	17669	899	767	542	Priming
17910	18160	250	1338	787	Priming
18309	19188	879	843	595	Priming
19269	19399	130	881	536	Priming
19469	19729	260	908	533	Priming
19739	19869	130	854	558	Priming
19998	20198	200	851	553	Priming
20268	20378	110	862	589	Priming
20498	21917	1419	909	507	Priming
22047	23366	1319	916	502	Priming
23387	23777	390	902	488	Priming
23906	25825	1919	1071	582	Priming
25915	26015	100	652	572	Setting Units
26105	28743	2638	895	684	Setting Units
28793	28983	190	1122	524	Injection
29023	30052	1029	967	671	Injection
30083	30183	100	1063	625	Injection
30273	31432	1159	948	701	Injection
31472	31702	230	1123	580	Injection
31722	32102	380	1107	513	Injection
32121	32601	480	1129	371	Injection
32671	32791	120	940	651	Injection
32831	33171	340	922	667	Injection
33231	33771	540	1087	368	Injection
33781	33911	130	1020	404	Injection
33960	34929	969	904	658	Injection
34970	35570	600	1051	517	Injection
35589	35779	190	1066	398	Injection
35909	36978	1069	1052	401	Injection
36999	37479	480	1021	399	Injection
37518	37728	210	907	406	Injection
37748	38128	380	949	429	Injection
38168	38298	130	1132	400	Injection
38378	38608	230	1112	392	Injection
38698	39148	450	933	685	Injection
39207	39337	130	1072	429	Injection
39347	39947	600	1105	377	Injection
40037	41026	989	913	674	Injection
41126	41276	150	1292	691	Injection
41366	41496	130	1144	629	Injection
41606	42316	710	1268	652	Injection
42376	42766	390	860	717	Remove Tip
42805	44324	1519	946	632	Remove Tip
44334	44524	190	985	660	Remove Tip
44634	45743	1109	1000	636	Remove Tip
45784	46254	470	1019	633	Remove Tip
46343	46433	90	1021	642	Remove Tip
46453	46613	160	1014	620	Remove Tip
46663	46953	290	1020	617	Remove Tip
47043	47113	70	1004	625	Remove Tip
47163	47313	150	1005	617	Remove Tip
47333	47453	120	1020	646	Remove Tip
47493	47563	70	1025	624	Remove Tip
47682	49351	1669	1030	606	Remove Tip
49392	49462	70	1028	617	Remove Tip
49581	50371	790	1040	599	Remove Tip
50471	50681	210	1047	614	Remove Tip
50751	50921	170	1028	613	Remove Tip
50981	53190	2209	1046	604	Remove Tip
53219	53399	180	1223	625	Remove Tip
53469	53859	390	769	539	Remove Tip
53889	54359	470	866	468	Cap On
54369	54839	470	966	551	Cap On
54858	56307	1449	930	592	Cap On
56397	56487	90	909	594	Cap On
56647	56747	100	914	630	Cap On
56787	58856	2069	894	589	Cap On
59006	59136	130	600	434	Cap On
