Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]	Event
2179	2609	430	973	861	Cap Off
2738	3108	370	577	767	Cap Off
3178	4137	959	994	853	Cap Off
4148	4368	220	1012	919	Cap Off
4447	5197	750	601	752	Cap Off
5377	11074	5697	1004	747	Cap Off
11114	12143	1029	986	700	Apply Tip
12203	12683	480	1121	841	Apply Tip
13122	15271	2149	904	824	Apply Tip
15321	15531	210	877	559	Setting Units
15551	17120	1569	880	534	Priming
17200	17500	300	902	546	Priming
17630	17820	190	547	696	Priming
17830	18759	929	763	715	Priming
18779	20008	1229	797	707	Priming
20158	21827	1669	744	717	Priming
22076	23785	1709	735	729	Priming
23946	26105	2159	755	695	Priming
26345	27914	1569	949	852	Priming
27954	28154	200	954	762	Setting Units
28164	28614	450	936	760	Setting Units
28654	29853	1199	933	724	Setting Units
29893	29973	80	953	730	Setting Units
29983	30093	110	897	772	Setting Units
30313	30383	70	628	963	Setting Units
30433	30543	110	785	867	Injection
30592	31831	1239	935	693	Injection
31892	33341	1449	984	454	Injection
33461	33891	430	933	728	Injection
33941	35300	1359	943	601	Injection
35390	36319	929	886	615	Injection
36359	36759	400	666	656	Injection
36799	38128	1329	1028	583	Injection
38258	40677	2419	980	589	Injection
40817	41027	210	965	603	Injection
42256	43815	1559	971	578	Injection
43895	45364	1469	828	833	Injection
45404	45504	100	1057	721	Injection
45544	45784	240	990	803	Injection
45954	46344	390	1153	868	Injection
46383	47322	939	927	791	Remove Tip
47403	47623	220	981	803	Remove Tip
49002	50091	1089	972	747	Remove Tip
50111	52440	2329	966	704	Remove Tip
52480	53160	680	1108	731	Remove Tip
53229	54178	949	867	690	Remove Tip
54189	54609	420	941	752	Cap On
54629	54849	220	988	782	Cap On
54858	55098	240	972	831	Cap On
55168	56157	989	641	759	Cap On
56228	57697	1469	986	842	Cap On
57887	58477	590	943	844	Cap On
58666	58886	220	977	775	Cap On
