Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]	Event
929	1529	600	859	534	Cap Off
1539	3898	2359	921	630	Cap Off
3998	4128	130	661	565	Cap Off
4148	4218	70	804	549	Cap Off
4717	4867	150	1078	678	Cap Off
4897	5367	470	1094	743	Apply Tip
5387	11234	5847	925	717	Apply Tip
11254	11894	640	929	687	Apply Tip
11923	12153	230	1033	693	Apply Tip
12183	12503	320	1128	712	Apply Tip
12523	12713	190	999	720	Apply Tip
12733	13103	370	1079	717	Apply Tip
13212	16160	2948	975	703	Apply Tip
16211	16661	450	801	695	Setting Units
16670	16880	210	988	634	Priming
16920	17130	210	1003	774	Priming
17140	17390	250	995	728	Priming
17450	17600	150	961	471	Priming
17620	19199	1579	986	379	Priming
19239	19499	260	998	361	Priming
20598	20718	120	1023	870	Priming
20738	21058	320	1010	831	Priming
21128	21548	420	999	363	Priming
21568	21918	350	998	454	Priming
21947	22397	450	996	312	Priming
22517	22687	170	1020	433	Priming
22727	22937	210	1055	711	Priming
22957	23477	520	1060	824	Priming
23646	23716	70	708	612	Setting Units
23866	24286	420	989	761	Setting Units
24306	25835	1529	935	700	Setting Units
25855	28673	2818	947	698	Setting Units
28883	29673	790	853	672	Setting Units
29753	29943	190	911	665	Injection
29983	30073	90	904	452	Injection
30153	30233	80	910	460	Injection
30243	30453	210	954	413	Injection
30512	31162	650	923	656	Injection
31182	31392	210	944	584	Injection
31412	31592	180	935	567	Injection
31692	32172	480	929	563	Injection
32311	33480	1169	922	565	Injection
33581	34101	520	945	487	Injection
34320	35080	760	1033	341	Injection
35180	35480	300	1049	328	Injection
35560	35810	250	1038	388	Injection
35829	35919	90	968	314	Injection
35939	36299	360	978	307	Injection
36379	36489	110	974	323	Injection
36509	36859	350	1029	428	Injection
36979	37369	390	1007	448	Injection
37388	37458	70	927	370	Injection
37578	38118	540	947	377	Injection
38138	38218	80	952	445	Injection
38318	38398	80	948	486	Injection
38528	38778	250	941	538	Injection
38978	39877	899	922	546	Injection
40037	41796	1759	905	556	Injection
42016	43235	1219	894	535	Injection
43415	43955	540	898	520	Injection
44115	45014	899	897	509	Injection
45214	45804	590	898	484	Injection
45824	46264	440	881	583	Injection
46303	47752	1449	919	784	Injection
47852	48312	460	922	771	Injection
48372	49611	1239	926	773	Injection
49651	50750	1099	925	757	Injection
51170	51430	260	847	763	Injection
51740	51850	110	1126	725	Remove Tip
51870	52230	360	899	665	Remove Tip
52430	52580	150	920	656	Remove Tip
52630	52850	220	1157	613	Remove Tip
52870	52960	90	1042	630	Remove Tip
52999	53549	550	891	682	Remove Tip
53569	53749	180	900	678	Remove Tip
53769	54069	300	915	670	Remove Tip
54189	55348	1159	902	676	Remove Tip
55668	57227	1559	890	704	Remove Tip
57347	58466	1119	875	688	Remove Tip
58626	60385	1759	859	680	Remove Tip
60565	61215	650	843	681	Remove Tip
61255	61765	510	829	684	Remove Tip
61924	62204	280	857	658	Remove Tip
62354	62734	380	1089	548	Remove Tip
62964	63783	819	989	489	Remove Tip
64093	64263	170	687	624	Remove Tip
64693	64763	70	1055	610	Cap On
64983	65623	640	933	616	Cap On
65772	66302	530	1004	609	Cap On
66322	66542	220	996	643	Cap On
66682	67402	720	979	679	Cap On
67621	67801	180	808	517	Cap On
67831	68231	400	958	537	Cap On
68241	68681	440	1026	536	Cap On
68750	68830	80	909	537	Cap On
69010	69400	390	1031	526	Cap On
69430	69590	160	905	524	Cap On
69610	69710	100	982	522	Cap On
69770	70000	230	1019	528	Cap On
70130	70330	200	1025	550	Cap On
70469	70769	300	1049	490	Cap On
70789	70969	180	911	507	Cap On
71019	71299	280	1271	440	Cap On
