Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]	Event
610	1020	410	933	625	Cap Off
1049	1399	350	1175	628	Cap Off
1419	1629	210	1017	637	Cap Off
1649	1819	170	1149	631	Cap Off
1979	2109	130	1075	743	Cap Off
2189	2359	170	1046	746	Cap Off
2379	2569	190	1055	727	Cap Off
2589	2719	130	1028	710	Cap Off
2738	2858	120	1064	635	Cap Off
2938	3098	160	603	148	Cap Off
3158	3258	100	608	162	Cap Off
3428	3558	130	660	129	Cap Off
3698	3908	210	629	82	Cap Off
3958	4148	190	711	98	Cap Off
4277	4367	90	887	543	Cap Off
4537	5037	500	665	258	Cap Off
5097	5287	190	652	158	Cap Off
5387	5557	170	1113	472	Cap Off
5647	5767	120	897	574	Apply Tip
5787	5987	200	988	560	Apply Tip
6007	6157	150	1125	512	Apply Tip
6176	6306	130	1109	536	Apply Tip
6326	6486	160	1044	569	Apply Tip
6506	6606	100	1030	580	Apply Tip
6646	7006	360	1018	586	Apply Tip
7026	7586	560	1033	597	Apply Tip
7606	8086	480	1041	592	Apply Tip
8145	8725	580	1048	590	Apply Tip
8745	9255	510	1022	573	Apply Tip
9275	9505	230	1018	550	Apply Tip
9624	9954	330	1031	552	Apply Tip
10144	11033	889	1034	540	Apply Tip
11074	13213	2139	1036	535	Apply Tip
13322	13472	150	638	576	Apply Tip
13552	13742	190	800	680	Setting Units
13762	14002	240	929	631	Setting Units
14022	14142	120	968	628	Setting Units
14222	14292	70	985	600	Setting Units
14312	14422	110	965	566	Setting Units
14442	15242	800	966	555	Setting Units
15311	15541	230	962	578	Setting Units
15591	15921	330	999	297	Setting Units
15941	16541	600	973	307	Priming
16610	16820	210	646	257	Priming
16920	17020	100	624	221	Priming
17080	17200	120	959	700	Priming
17260	17670	410	940	741	Priming
17690	17820	130	977	691	Priming
17980	18450	470	688	290	Priming
18489	18819	330	676	271	Priming
18959	19149	190	672	254	Priming
19189	19509	320	674	261	Priming
19649	19819	170	969	787	Priming
19838	20088	250	948	768	Priming
20198	20388	190	663	198	Priming
20448	21058	610	697	239	Priming
21128	21528	400	981	731	Priming
21547	21887	340	965	753	Priming
22087	22327	240	686	228	Priming
22377	22737	360	704	239	Priming
22847	23287	440	703	241	Priming
23356	23486	130	971	784	Priming
23506	23616	110	964	774	Setting Units
23656	24006	350	961	750	Setting Units
24076	24286	210	699	279	Setting Units
24326	24796	470	711	267	Injection
24865	24945	80	691	272	Injection
25005	25135	130	701	260	Injection
25155	25275	120	719	272	Injection
25295	25515	220	734	278	Injection
25595	25775	180	812	317	Injection
25845	25915	70	840	356	Injection
25975	26085	110	864	786	Injection
26125	26455	330	817	719	Injection
26515	26715	200	881	318	Injection
26794	28023	1229	930	282	Injection
28044	30672	2628	914	356	Injection
30772	31082	310	978	52	Injection
31122	31242	120	1055	145	Injection
31262	31372	110	1045	189	Injection
31462	31602	140	975	354	Injection
31662	31762	100	976	449	Injection
31941	32071	130	994	306	Injection
32241	32451	210	923	691	Injection
32491	33800	1309	935	611	Injection
33880	34710	830	934	603	Injection
34730	34930	200	911	532	Injection
34940	35070	130	913	467	Injection
35139	35539	400	941	421	Injection
35559	35739	180	920	410	Injection
35809	36049	240	927	464	Injection
36069	36249	180	924	371	Injection
36289	36739	450	948	595	Injection
36818	37068	250	897	429	Injection
37118	37468	350	1013	57	Injection
37508	38268	760	1064	29	Injection
38567	38927	360	1024	67	Injection
39007	39427	420	1048	45	Injection
39447	39537	90	1025	63	Injection
39557	39687	130	1004	89	Injection
39747	40207	460	983	99	Injection
40276	40426	150	1019	111	Injection
40446	40556	110	1039	118	Injection
40576	40836	260	997	142	Injection
40896	41106	210	976	146	Injection
41126	41356	230	1007	145	Injection
41376	41506	130	1036	136	Injection
41556	41626	70	1056	137	Injection
41656	41826	170	948	135	Injection
41846	42086	240	976	131	Injection
42205	42755	550	1014	137	Injection
42775	43125	350	987	138	Injection
43195	43395	200	924	527	Injection
43475	43725	250	927	575	Injection
43744	44054	310	914	568	Injection
44464	45054	590	995	7	Injection
45413	45643	230	969	143	Injection
45663	45903	240	988	135	Injection
45993	46343	350	904	548	Injection
46363	46433	70	900	564	Injection
46603	46753	150	878	498	Injection
46793	46943	150	879	381	Injection
47372	47472	100	990	13	Injection
47662	47862	200	960	153	Injection
48042	50111	2069	904	562	Injection
50131	50221	90	960	533	Injection
50311	50471	160	1069	563	Injection
50560	50760	200	1091	661	Injection
50780	50940	160	1095	784	Injection
50960	51110	150	1040	746	Injection
51130	51610	480	1013	637	Injection
51680	52310	630	1026	578	Injection
52519	52659	140	1413	570	Injection
52899	53069	170	987	554	Remove Tip
53139	53319	180	1038	571	Remove Tip
53379	53619	240	1047	561	Remove Tip
53639	54159	520	1043	575	Remove Tip
54198	54288	90	1046	589	Remove Tip
54328	54888	560	1063	592	Remove Tip
55008	55917	909	1081	575	Remove Tip
55987	56167	180	771	148	Remove Tip
56297	56707	410	1071	579	Remove Tip
56727	57616	889	1050	567	Remove Tip
57696	57786	90	1048	576	Remove Tip
57806	58056	250	1055	551	Remove Tip
59175	60104	929	1047	535	Remove Tip
60125	61944	1819	1055	526	Remove Tip
62064	62304	240	1065	525	Remove Tip
62344	62504	160	1031	512	Remove Tip
62643	62753	110	1322	610	Remove Tip
62783	62913	130	1374	546	Cap On
63063	63223	160	725	186	Cap On
