Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]	Event
560	670	110	931	637	Cap Off
710	2239	1529	960	701	Cap Off
2449	2619	170	971	887	Cap Off
2678	3198	520	975	779	Cap Off
3208	3928	720	931	733	Cap Off
4018	4488	470	1309	688	Cap Off
4567	12153	7586	1006	745	Apply Tip
12343	12553	210	1046	771	Apply Tip
12713	13023	310	979	700	Apply Tip
13082	13452	370	1273	477	Apply Tip
13462	13822	360	1319	498	Apply Tip
13832	14362	530	1255	464	Apply Tip
14432	14622	190	933	759	Apply Tip
14642	15811	1169	936	784	Apply Tip
15831	17630	1799	955	773	Setting Units
17660	18599	939	855	712	Setting Units
18729	18849	120	897	592	Setting Units
18859	19988	1129	948	600	Priming
20158	20358	200	760	588	Priming
20378	20448	70	830	546	Priming
20648	21208	560	950	849	Priming
21228	21528	300	803	741	Priming
21538	24756	3218	893	780	Priming
24776	25106	330	918	790	Priming
25285	25805	520	659	564	Priming
25815	26295	480	822	629	Priming
26305	26505	200	834	568	Priming
26585	27115	530	1284	743	Priming
27144	27314	170	1457	726	Priming
27334	27534	200	1554	741	Setting Units
27554	27794	240	1282	729	Setting Units
27874	29473	1599	856	554	Setting Units
29523	33431	3908	979	620	Injection
33501	33941	440	1065	355	Injection
34010	34200	190	892	663	Injection
34210	34390	180	888	726	Injection
34430	35379	949	1023	561	Injection
35420	35680	260	1132	396	Injection
35729	36109	380	920	726	Injection
36129	36689	560	908	742	Injection
36719	37219	500	999	601	Injection
37268	37758	490	1067	366	Injection
37858	38917	1059	958	677	Injection
38958	39558	600	1035	387	Injection
39667	39927	260	1012	454	Injection
39967	40287	320	924	645	Injection
40347	41097	750	1023	408	Injection
41166	42435	1269	859	786	Injection
42505	45683	3178	1029	416	Injection
45704	46334	630	1017	508	Injection
46383	46513	130	1390	571	Injection
46623	46913	290	916	465	Injection
47053	47163	110	747	794	Injection
47183	47323	140	787	812	Injection
47383	47503	120	797	838	Injection
47563	47993	430	921	447	Injection
48062	48222	160	895	484	Injection
48272	48492	220	1063	606	Injection
48622	48772	150	1428	578	Injection
48782	49052	270	1306	585	Remove Tip
49132	51031	1899	947	720	Remove Tip
51041	51581	540	944	806	Remove Tip
51590	54328	2738	1018	762	Remove Tip
54389	54999	610	1253	401	Remove Tip
55088	55358	270	849	687	Remove Tip
55388	56038	650	841	565	Remove Tip
56058	56628	570	919	715	Cap On
56637	57227	590	990	802	Cap On
57287	57657	370	963	498	Cap On
57867	58207	340	614	645	Cap On
58216	59565	1349	755	602	Cap On
59676	59846	170	1024	666	Cap On
